timestamp,session_elapsed_sec,attention_score,raw_score,attention_category,gaze_h_direction,gaze_v_direction,gaze_h_ratio,gaze_v_ratio,gaze_penalty,eye_state,blink_count_cumulative,closure_duration_s,last_closure_type,long_closure_events_cumulative,blink_penalty,head_yaw,head_pitch,head_roll,head_forward,head_penalty,face_present,face_penalty,avg_attention_so_far,time_attentive_s,time_distracted_s,face_loss_s
2026-07-06T18:09:57,3.5,100.0,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.488,0.529,0,OPEN,3,0.125,BLINK,0,0,-3.4,-7.7,-1.5,True,0,True,0,100.0,3.1,0.0,0.0
2026-07-06T18:09:58,4.6,97.4,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.502,0.451,0,OPEN,5,0.063,BLINK,0,0,-1.4,-17.1,-0.5,False,10,True,0,99.8,4.1,0.0,0.0
2026-07-06T18:09:59,5.6,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.471,0.463,0,OPEN,5,0.063,BLINK,0,0,-4.3,-7.5,-6.1,True,0,True,0,99.7,5.1,0.0,0.0
2026-07-06T18:10:00,6.6,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.486,0.454,0,OPEN,5,0.063,BLINK,0,0,-0.3,-3.8,-3.2,True,0,True,0,99.6,6.2,0.0,0.0
2026-07-06T18:10:01,7.6,91.5,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.495,0.442,0,OPEN,5,0.063,BLINK,0,0,20.6,-5.3,-1.4,False,10,True,0,99.2,7.2,0.0,0.0
2026-07-06T18:10:02,8.7,90.9,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.442,0.52,0,OPEN,5,0.063,BLINK,0,0,-27.2,-8.9,-11.8,False,10,True,0,97.9,8.2,0.0,0.0
2026-07-06T18:10:03,9.7,90.9,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.534,0.508,0,OPEN,6,0.154,BLINK,0,0,21.7,-6.5,-1.4,False,10,True,0,97.0,9.2,0.0,0.0
2026-07-06T18:10:04,10.7,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.496,0.497,0,OPEN,7,0.063,BLINK,0,0,-3.2,-6.7,-2.1,True,0,True,0,96.8,10.3,0.0,0.0
2026-07-06T18:10:05,11.8,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.523,0.483,0,OPEN,7,0.063,BLINK,0,0,-4.6,-6.9,-4.2,True,0,True,0,97.0,11.3,0.0,0.0
2026-07-06T18:10:06,12.8,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.531,0.42,0,OPEN,7,0.063,BLINK,0,0,-6.5,-4.0,-3.9,True,0,True,0,97.2,12.3,0.0,0.0
