timestamp,session_elapsed_sec,attention_score,raw_score,attention_category,gaze_h_direction,gaze_v_direction,gaze_h_ratio,gaze_v_ratio,gaze_penalty,eye_state,blink_count_cumulative,closure_duration_s,last_closure_type,long_closure_events_cumulative,blink_penalty,head_yaw,head_pitch,head_roll,head_forward,head_penalty,face_present,face_penalty,avg_attention_so_far,time_attentive_s,time_distracted_s,face_loss_s
2026-07-07T22:37:25,14.2,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.492,0.419,0,OPEN,1,0.165,BLINK,0,0,3.5,-12.2,0.6,True,0,True,0,99.9,12.9,0.6,0.6
2026-07-07T22:37:26,15.2,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.481,0.429,0,OPEN,1,0.165,BLINK,0,0,-0.0,-13.2,0.9,True,0,True,0,99.9,13.9,0.6,0.6
2026-07-07T22:37:27,16.2,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,UP,0.506,0.394,0,OPEN,1,0.165,BLINK,0,0,-0.9,-12.0,-0.6,True,0,True,0,99.8,15.0,0.6,0.6
2026-07-07T22:37:28,17.3,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.478,0.421,0,OPEN,1,0.165,BLINK,0,0,-0.2,-11.0,-1.1,True,0,True,0,99.8,16.0,0.6,0.6
2026-07-07T22:37:29,18.3,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,UP,0.486,0.395,0,OPEN,1,0.165,BLINK,0,0,0.7,-10.5,-2.2,True,0,True,0,99.8,17.0,0.6,0.6
2026-07-07T22:37:30,19.3,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,UP,0.479,0.398,0,OPEN,1,0.165,BLINK,0,0,0.6,-11.4,-1.3,True,0,True,0,99.8,18.1,0.6,0.6
2026-07-07T22:37:31,20.4,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.479,0.404,0,OPEN,1,0.165,BLINK,0,0,0.9,-10.4,-1.1,True,0,True,0,99.7,19.1,0.6,0.6
2026-07-07T22:37:32,21.4,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.496,0.431,0,OPEN,1,0.165,BLINK,0,0,2.8,-9.7,-1.4,True,0,True,0,99.7,20.1,0.6,0.6
2026-07-07T22:37:33,22.5,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,UP,0.503,0.395,0,OPEN,1,0.165,BLINK,0,0,0.6,-10.6,-0.9,True,0,True,0,99.7,21.2,0.6,0.6
2026-07-07T22:37:34,23.5,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,UP,0.489,0.348,0,OPEN,1,0.165,BLINK,0,0,3.4,-10.2,-3.0,True,0,True,0,99.7,22.2,0.6,0.6
2026-07-07T22:37:35,24.5,99.3,100.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,1,0.165,BLINK,0,0,-0.6,-9.4,2.7,True,0,False,0,99.7,23.1,0.7,0.7
2026-07-07T22:37:36,25.5,98.7,80.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,1,0.165,BLINK,0,0,-0.6,-9.4,2.7,True,0,False,20,99.7,23.1,1.7,1.7
2026-07-07T22:37:37,26.5,88.3,80.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,1,0.165,BLINK,0,0,-0.6,-9.4,2.7,True,0,False,20,99.4,23.1,2.7,2.7
2026-07-07T22:37:38,27.5,98.0,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.508,0.431,0,OPEN,1,0.165,BLINK,0,0,3.4,-10.1,-1.6,True,0,True,0,99.2,24.1,2.7,2.7
2026-07-07T22:37:39,28.6,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.487,0.457,0,OPEN,1,0.165,BLINK,0,0,-2.6,-5.1,-1.8,True,0,True,0,99.2,25.2,2.7,2.7
2026-07-07T22:37:40,29.6,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.497,0.402,0,OPEN,1,0.165,BLINK,0,0,-3.3,-4.3,-1.1,True,0,True,0,99.2,26.2,2.7,2.7
2026-07-07T22:37:42,30.7,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,UP,0.477,0.359,0,OPEN,1,0.165,BLINK,0,0,-9.1,-4.0,1.6,True,0,True,0,99.2,27.3,2.7,2.7
2026-07-07T22:37:43,31.7,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.507,0.412,0,OPEN,1,0.165,BLINK,0,0,-2.2,-5.1,2.5,True,0,True,0,99.2,28.3,2.7,2.7
2026-07-07T22:37:44,32.7,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.454,0.405,0,OPEN,1,0.165,BLINK,0,0,0.1,-6.6,-0.3,True,0,True,0,99.2,29.3,2.7,2.7
2026-07-07T22:37:45,33.7,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.487,0.407,0,OPEN,1,0.165,BLINK,0,0,-1.2,-5.9,-1.2,True,0,True,0,99.2,30.3,2.7,2.7
2026-07-07T22:37:46,34.8,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.476,0.428,0,OPEN,1,0.165,BLINK,0,0,-3.3,-6.2,-1.5,True,0,True,0,99.2,31.4,2.7,2.7
2026-07-07T22:37:47,35.8,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.485,0.434,0,OPEN,1,0.165,BLINK,0,0,-2.1,-5.5,-2.2,True,0,True,0,99.2,32.4,2.7,2.7
2026-07-07T22:37:48,36.8,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.507,0.406,0,OPEN,1,0.165,BLINK,0,0,0.0,-5.2,-2.2,True,0,True,0,99.2,33.4,2.7,2.7
2026-07-07T22:37:49,37.9,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.477,0.419,0,OPEN,1,0.165,BLINK,0,0,-8.0,-4.8,0.6,True,0,True,0,99.2,34.5,2.7,2.7
2026-07-07T22:37:50,38.9,98.0,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.453,0.421,0,OPEN,1,0.165,BLINK,0,0,-22.2,5.4,12.1,False,10,True,0,99.2,35.5,2.7,2.7
2026-07-07T22:37:51,39.9,98.7,100.0,HIGHLY_ATTENTIVE,CENTER,UP,0.483,0.392,0,OPEN,1,0.165,BLINK,0,0,-11.3,-2.2,6.3,True,0,True,0,99.2,36.5,2.7,2.7
2026-07-07T22:37:52,41.0,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.526,0.559,0,OPEN,2,0.063,BLINK,0,0,-6.3,-2.1,-0.7,True,0,True,0,99.2,37.6,2.7,2.7
2026-07-07T22:37:53,42.0,95.4,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.494,0.428,0,OPEN,3,0.332,BLINK,0,0,-17.3,4.9,-3.3,False,0,True,0,99.1,38.6,2.7,2.7
2026-07-07T22:37:54,43.0,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.468,0.416,0,OPEN,4,0.063,BLINK,0,0,-17.2,0.8,-0.8,False,0,True,0,99.1,39.6,2.7,2.7
2026-07-07T22:37:55,44.0,92.8,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.497,0.505,0,OPEN,4,0.063,BLINK,0,0,-6.4,10.2,1.7,True,10,True,0,99.0,40.6,2.7,2.7
2026-07-07T22:37:56,45.1,90.9,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.488,0.438,0,OPEN,4,0.063,BLINK,0,0,-5.8,10.3,2.8,True,10,True,0,98.9,41.7,2.7,2.7
2026-07-07T22:37:57,46.1,88.3,75.0,ATTENTIVE,CENTER,UP,0.489,0.371,0,OPEN,6,0.318,BLINK,0,0,-6.8,18.8,-0.3,False,25,True,0,98.7,42.7,2.7,2.7
2026-07-07T22:37:58,47.1,91.5,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.497,0.422,0,OPEN,6,0.318,BLINK,0,0,-8.3,0.6,-0.9,True,0,True,0,98.5,43.7,2.7,2.7
2026-07-07T22:37:59,48.2,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.466,0.402,0,OPEN,6,0.318,BLINK,0,0,-10.9,-5.9,2.0,True,0,True,0,98.4,44.8,2.7,2.7
2026-07-07T22:38:00,49.2,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.48,0.48,0,OPEN,6,0.318,BLINK,0,0,-14.1,2.1,4.7,True,0,True,0,98.5,45.8,2.7,2.7
2026-07-07T22:38:01,50.2,90.9,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.472,0.483,0,OPEN,7,0.316,BLINK,0,0,-10.6,17.0,11.5,False,10,True,0,98.4,46.8,2.7,2.7
2026-07-07T22:38:02,51.3,96.1,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.492,0.483,0,OPEN,7,0.316,BLINK,0,0,-7.7,4.4,8.1,True,0,True,0,98.3,47.9,2.7,2.7
2026-07-07T22:38:03,52.3,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.475,0.442,0,OPEN,7,0.316,BLINK,0,0,-9.1,4.8,6.4,True,0,True,0,98.3,48.9,2.7,2.7
2026-07-07T22:38:04,53.3,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.509,0.44,0,OPEN,7,0.316,BLINK,0,0,-8.5,3.9,7.3,True,0,True,0,98.3,49.9,2.7,2.7
2026-07-07T22:38:05,54.3,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.483,0.451,0,OPEN,7,0.316,BLINK,0,0,-10.4,4.0,7.2,True,0,True,0,98.3,50.9,2.7,2.7
2026-07-07T22:38:06,55.4,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.497,0.464,0,OPEN,7,0.316,BLINK,0,0,-11.5,5.1,8.8,True,0,True,0,98.4,52.0,2.7,2.7
2026-07-07T22:38:07,56.4,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.472,0.427,0,OPEN,7,0.316,BLINK,0,0,-8.1,0.5,6.5,True,0,True,0,98.4,53.0,2.7,2.7
2026-07-07T22:38:08,57.4,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.474,0.48,0,OPEN,7,0.316,BLINK,0,0,-9.6,7.1,4.5,True,0,True,0,98.4,54.0,2.7,2.7
2026-07-07T22:38:09,58.5,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.507,0.53,0,OPEN,7,0.316,BLINK,0,0,-1.3,-13.7,0.0,True,0,True,0,98.4,55.1,2.7,2.7
2026-07-07T22:38:10,59.5,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.489,0.497,0,OPEN,7,0.316,BLINK,0,0,5.8,-9.6,3.1,True,0,True,0,98.4,56.1,2.7,2.7
2026-07-07T22:38:11,60.5,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,UP,0.513,0.399,0,CLOSED,7,0.062,BLINK,0,0,0.1,-2.4,-5.0,True,0,True,0,98.4,57.1,2.7,2.7
2026-07-07T22:38:12,61.5,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.482,0.429,0,OPEN,8,0.126,BLINK,0,0,-9.4,-5.1,-9.7,True,0,True,0,98.5,58.1,2.7,2.7
2026-07-07T22:38:13,62.5,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.485,0.427,0,OPEN,10,0.063,BLINK,0,0,-16.5,-5.2,-4.1,False,0,True,0,98.5,59.1,2.7,2.7
