timestamp,session_elapsed_sec,attention_score,raw_score,attention_category,gaze_h_direction,gaze_v_direction,gaze_h_ratio,gaze_v_ratio,gaze_penalty,eye_state,blink_count_cumulative,closure_duration_s,last_closure_type,long_closure_events_cumulative,blink_penalty,head_yaw,head_pitch,head_roll,head_forward,head_penalty,face_present,face_penalty,avg_attention_so_far,time_attentive_s,time_distracted_s,face_loss_s
2026-07-06T18:26:07,3.6,100.0,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.498,0.47,0,OPEN,1,0.11,BLINK,0,0,-2.9,-6.6,0.8,True,0,True,0,100.0,3.1,0.0,0.0
2026-07-06T18:26:08,4.6,99.3,100.0,HIGHLY_ATTENTIVE,RIGHT,UP,0.61,0.335,0,OPEN,2,0.065,BLINK,0,0,-15.2,-5.9,3.7,False,0,True,0,99.6,4.0,0.1,0.1
2026-07-06T18:26:10,5.7,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.472,0.478,0,OPEN,2,0.065,BLINK,0,0,-1.2,-10.9,1.2,True,0,True,0,99.6,5.0,0.1,0.1
2026-07-06T18:26:11,6.7,94.8,90.0,HIGHLY_ATTENTIVE,CENTER,UP,0.481,0.338,0,OPEN,2,0.065,BLINK,0,0,-4.1,-11.7,-2.1,True,10,True,0,99.3,6.0,0.1,0.1
2026-07-06T18:26:12,7.7,99.3,100.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,2,0.065,BLINK,0,0,-7.0,-8.6,-1.6,True,0,False,0,99.2,6.1,1.1,1.1
2026-07-06T18:26:13,8.8,93.5,90.0,HIGHLY_ATTENTIVE,CENTER,UP,0.494,0.312,0,OPEN,2,0.065,BLINK,0,0,7.7,14.0,-39.1,True,10,True,0,99.0,6.8,1.4,1.4
2026-07-06T18:26:14,9.8,96.1,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.512,0.401,0,OPEN,5,0.153,BLINK,0,0,-19.1,19.0,0.9,False,10,True,0,98.3,7.9,1.4,1.4
2026-07-06T18:26:15,10.8,83.7,75.0,ATTENTIVE,RIGHT,DOWN,0.691,0.771,5,OPEN,5,0.153,BLINK,0,0,-27.4,28.2,9.2,False,20,True,0,97.5,8.9,1.4,1.4
2026-07-06T18:26:16,11.8,75.9,80.0,ATTENTIVE,CENTER,CENTER,0.459,0.533,0,CLOSED,5,0.062,BLINK,0,0,-26.1,26.0,8.8,False,20,True,0,95.7,9.9,1.4,1.4
2026-07-06T18:26:17,12.8,85.0,100.0,ATTENTIVE,CENTER,CENTER,0.497,0.463,0,OPEN,6,0.1,BLINK,1,0,3.0,1.6,-8.6,True,0,True,0,94.4,10.9,1.4,1.4
2026-07-06T18:26:18,13.9,88.3,75.0,ATTENTIVE,CENTER,CENTER,0.408,0.4,0,OPEN,6,0.1,BLINK,1,0,30.6,11.4,-8.9,False,25,True,0,94.1,12.0,1.4,1.4
2026-07-06T18:26:19,14.9,75.9,75.0,ATTENTIVE,CENTER,CENTER,0.409,0.57,0,OPEN,6,0.1,BLINK,1,0,29.2,16.4,-11.3,False,25,True,0,93.2,13.0,1.4,1.4
2026-07-06T18:26:20,15.9,73.3,65.0,PARTIALLY_ATTENTIVE,LEFT,CENTER,0.324,0.58,0,OPEN,6,0.1,BLINK,1,0,29.2,18.9,-12.8,False,35,True,0,92.0,13.8,1.6,1.6
2026-07-06T18:26:21,17.0,78.5,100.0,ATTENTIVE,CENTER,CENTER,0.48,0.495,0,OPEN,6,0.1,BLINK,1,0,-5.1,-1.5,-11.5,True,0,True,0,91.0,14.8,1.6,1.6
2026-07-06T18:26:22,18.0,90.9,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.479,0.458,0,OPEN,7,0.109,BLINK,1,0,-13.8,-0.7,-2.1,True,0,True,0,90.7,15.8,1.6,1.6
2026-07-06T18:26:23,19.0,99.3,100.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-3.7,-0.2,-4.5,True,0,False,0,91.0,16.7,1.8,1.8
2026-07-06T18:26:24,20.0,98.0,75.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.484,0.453,0,OPEN,7,0.109,BLINK,1,0,-36.0,16.4,4.3,False,25,True,0,91.6,16.8,2.6,2.6
2026-07-06T18:26:25,21.0,99.3,100.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-45.0,29.1,13.7,False,0,False,0,91.9,17.3,3.1,3.1
2026-07-06T18:26:26,22.0,89.6,80.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-45.0,29.1,13.7,False,0,False,20,92.3,17.3,4.2,4.2
2026-07-06T18:26:27,23.1,82.4,100.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,0,91.6,17.6,4.9,4.9
2026-07-06T18:26:28,24.1,92.8,80.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,20,91.6,17.6,5.9,5.9
2026-07-06T18:26:29,25.1,80.5,80.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,20,91.2,17.6,6.9,6.9
2026-07-06T18:26:30,26.1,75.3,50.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,50,90.6,17.6,8.0,8.0
2026-07-06T18:26:31,27.1,55.1,50.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,50,89.2,17.6,9.0,9.0
2026-07-06T18:26:32,28.1,50.6,50.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,50,87.3,17.6,10.0,10.0
2026-07-06T18:26:33,29.1,50.6,50.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,50,85.6,17.6,11.0,11.0
2026-07-06T18:26:34,30.2,50.6,50.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,50,84.0,17.6,12.0,12.0
2026-07-06T18:26:35,31.2,50.6,50.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,50,82.5,17.6,13.0,13.0
