timestamp,session_elapsed_sec,attention_score,raw_score,attention_category,gaze_h_direction,gaze_v_direction,gaze_h_ratio,gaze_v_ratio,gaze_penalty,eye_state,blink_count_cumulative,closure_duration_s,last_closure_type,long_closure_events_cumulative,blink_penalty,head_yaw,head_pitch,head_roll,head_forward,head_penalty,face_present,face_penalty,avg_attention_so_far,time_attentive_s,time_distracted_s,face_loss_s
2026-07-06T18:26:36,32.2,50.6,50.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,50,81.2,17.6,14.1,14.1
2026-07-06T18:26:37,33.3,42.1,0.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,0,79.9,17.6,15.1,15.1
2026-07-06T18:26:38,34.3,21.3,0.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,0,78.0,17.6,16.1,16.1
2026-07-06T18:26:39,35.3,1.8,0.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,0,75.6,17.6,17.1,17.1
2026-07-06T18:26:40,36.3,0.5,0.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,0,72.9,17.6,18.1,18.1
2026-07-06T18:26:41,37.3,0.5,0.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,0,70.4,17.6,19.2,19.2
2026-07-06T18:26:42,38.3,0.5,0.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,0,68.1,17.6,20.2,20.2
2026-07-06T18:26:43,39.4,0.5,0.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,0,66.0,17.6,21.2,21.2
2026-07-06T18:26:44,40.4,0.5,0.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,0,63.9,17.6,22.2,22.2
2026-07-06T18:26:45,41.4,0.5,0.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,0,62.1,17.6,23.2,23.2
2026-07-06T18:26:46,42.4,0.5,0.0,NO_FACE,CENTER,CENTER,0.5,0.5,0,OPEN,7,0.109,BLINK,1,0,-38.2,14.0,13.2,False,0,False,0,60.2,17.6,24.3,24.3
2026-07-06T18:26:47,43.4,2.5,80.0,HIGHLY_DISTRACTED,CENTER,UP,0.5,0.0,0,CLOSED,7,0.0,BLINK,1,0,-30.3,-12.5,6.3,False,20,True,0,58.7,17.6,25.3,25.1
2026-07-06T18:26:48,44.5,14.8,100.0,HIGHLY_DISTRACTED,CENTER,CENTER,0.477,0.457,0,OPEN,10,0.109,BLINK,1,0,-19.3,-7.1,2.8,False,0,True,0,57.8,17.6,26.3,25.1
2026-07-06T18:26:49,45.5,27.2,100.0,DISTRACTED,CENTER,CENTER,0.498,0.46,0,OPEN,10,0.109,BLINK,1,0,-8.6,-8.3,0.3,True,0,True,0,57.2,17.6,27.4,25.1
2026-07-06T18:26:50,46.6,39.5,100.0,DISTRACTED,CENTER,CENTER,0.481,0.501,0,OPEN,10,0.109,BLINK,1,0,-10.7,-7.3,1.2,True,0,True,0,56.8,17.6,28.4,25.1
2026-07-06T18:26:51,47.6,51.9,100.0,PARTIALLY_ATTENTIVE,CENTER,CENTER,0.47,0.476,0,OPEN,11,0.102,BLINK,1,0,-12.2,-7.3,-0.5,True,0,True,0,56.6,17.8,29.3,25.1
2026-07-06T18:26:52,48.6,64.9,100.0,PARTIALLY_ATTENTIVE,CENTER,CENTER,0.487,0.484,0,OPEN,11,0.102,BLINK,1,0,-6.7,-11.1,0.6,True,0,True,0,56.6,18.8,29.3,25.1
2026-07-06T18:26:53,49.6,77.2,100.0,ATTENTIVE,CENTER,CENTER,0.495,0.463,0,OPEN,11,0.102,BLINK,1,0,-14.1,-8.1,1.8,True,0,True,0,56.9,19.8,29.3,25.1
2026-07-06T18:26:54,50.6,89.6,100.0,ATTENTIVE,CENTER,CENTER,0.487,0.461,0,OPEN,11,0.102,BLINK,1,0,-13.3,-7.4,-0.7,True,0,True,0,57.3,20.8,29.3,25.1
2026-07-06T18:26:55,51.7,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.489,0.432,0,CLOSED,11,0.107,BLINK,1,0,-20.0,-9.1,-4.4,False,0,True,0,57.9,21.9,29.3,25.1
2026-07-06T18:26:57,52.7,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.483,0.44,0,OPEN,12,0.215,BLINK,1,0,-12.2,-6.9,-2.2,True,0,True,0,58.5,22.9,29.3,25.1
2026-07-06T18:26:58,53.7,98.0,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.458,0.481,0,OPEN,12,0.215,BLINK,1,0,-12.2,-13.2,0.4,True,10,True,0,59.1,23.9,29.3,25.1
2026-07-06T18:26:59,54.7,95.4,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.489,0.451,0,OPEN,12,0.215,BLINK,1,0,-1.7,-10.5,-0.7,True,0,True,0,59.6,24.9,29.3,25.1
2026-07-06T18:27:00,55.8,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.485,0.457,0,OPEN,12,0.215,BLINK,1,0,0.2,-3.0,-7.6,True,0,True,0,60.2,26.0,29.3,25.1
2026-07-06T18:27:01,56.8,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.485,0.472,0,OPEN,12,0.215,BLINK,1,0,-4.7,-6.8,-6.7,True,0,True,0,60.8,27.0,29.3,25.1
2026-07-06T18:27:02,57.8,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.49,0.473,0,OPEN,12,0.215,BLINK,1,0,-2.0,-5.9,-6.7,True,0,True,0,61.3,28.0,29.3,25.1
2026-07-06T18:27:03,58.8,98.7,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.474,0.472,0,OPEN,12,0.215,BLINK,1,0,-4.4,-11.7,-3.8,True,10,True,0,61.8,29.0,29.3,25.1
2026-07-06T18:27:04,59.9,96.7,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.488,0.481,0,OPEN,12,0.215,BLINK,1,0,-1.1,-2.6,0.0,True,0,True,0,62.3,30.0,29.3,25.1
2026-07-06T18:27:05,60.9,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.484,0.476,0,OPEN,12,0.215,BLINK,1,0,-12.2,-10.2,-1.5,True,0,True,0,62.8,30.7,29.6,25.5
2026-07-06T18:27:06,61.9,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.487,0.45,0,OPEN,12,0.215,BLINK,1,0,-9.0,-7.8,-0.3,True,0,True,0,63.3,31.8,29.6,25.5
2026-07-06T18:27:07,63.0,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.459,0.487,0,OPEN,12,0.215,BLINK,1,0,-10.3,-9.9,3.6,True,0,True,0,63.8,32.8,29.6,25.5
2026-07-06T18:27:08,64.0,91.5,90.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.469,0.484,0,OPEN,13,0.086,BLINK,1,0,-18.1,-15.2,-2.2,False,10,True,0,64.3,33.9,29.6,25.5
2026-07-06T18:27:09,65.1,92.8,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.476,0.517,0,OPEN,13,0.086,BLINK,1,0,-10.9,-10.0,-4.9,True,0,True,0,64.6,34.9,29.6,25.5
2026-07-06T18:27:10,66.1,99.3,100.0,HIGHLY_ATTENTIVE,CENTER,CENTER,0.478,0.467,0,OPEN,14,0.168,BLINK,1,0,-7.9,-9.3,-0.5,True,0,True,0,65.0,35.9,29.6,25.5
